"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-05-23","11.41",,"0.01","0.0","0.0","84","93","74","  140","  140","21.9","29.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-05-24","9.84",,"2.77","0.0","0.0","82","93","67","   60","   60","25.9","32.0","    1",,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-05-25","6.93",,"1.00","0.0","0.0","71","78","67","   60","   50","23.0","30.0","    1",,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-05-26","6.04",,"0.00","0.0","0.0","74","86","63","  310","  310","16.1","25.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-05-27","7.61",,"0.61","0.0","0.0","74","93","60","   70","   70","30.0","40.9","    1",,"    1",,"    1",,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-05-28","3.80",,"0.00","0.0","0.0","73","88","62","   10","  360","17.0","21.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-05-29","8.05",,"0.00","0.0","0.0","77","88","67","   10","   20","21.0","27.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-05-30","4.47",,"0.00","0.0","0.0","75","87","62","   30","   70","16.1","27.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-05-31","6.49",,"0.04","0.0","0.0","78","84","70","  150","  150","17.0","23.9",,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-01","4.92",,"0.00","0.0","0.0","76","85","68","  140","  120","14.1","21.0","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-02","4.25",,"0.00","0.0","0.0","78","90","68","  140","  140","15.0","19.0","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-03","6.26",,"0.00","0.0","0.0","80","92","71","  140","  150","21.0","25.9","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-04","6.93",,"0.00","0.0","0.0","82","92","74","  150","  150","15.0","18.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-05","6.26",,"0.00","0.0","0.0","83","93","75","  150","  120","14.1","18.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-06","3.36",,"0.00","0.0","0.0","83","95","71","   80","   70","14.1","19.9","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-07","4.25",,"0.00","0.0","0.0","84","95","73","   40","   30","13.0","19.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-08","6.04",,"0.00","0.0","0.0","85","98","72","  180","  190","15.0","21.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-09","9.40",,"0.00","0.0","0.0","86","98","76","  180","  190","18.1","25.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-10","9.62",,"0.00","0.0","0.0","82","92","62","   30","   30","21.0","25.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-11","4.70",,"0.00","0.0","0.0","77","94","58","   50","   50","17.0","25.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-12","4.47",,"0.00","0.0","0.0","76","92","59","   40","   40","16.1","25.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-13","4.70",,"0.00","0.0","0.0","78","93","63","   70","   70","16.1","30.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-14","3.80",,"0.00","0.0","0.0","78","92","60","  140","  100","13.0","19.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-15","4.92",,"0.23","0.0","0.0","81","95","68","  150","  150","29.1","38.0","    1",,"    1",,,,"    1",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-16","6.71",,"0.00","0.0","0.0","81","93","71","  140","  140","16.1","23.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-17","9.40",,"0.00","0.0","0.0","81","94","66","  150","  130","19.9","27.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-18","9.84",,"0.00","0.0","0.0","81","94","67","  150","  140","21.0","27.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-19","11.41",,"0.00","0.0","0.0","84","94","75","  150","  150","23.0","32.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-20","8.28",,"0.53","0.0","0.0","81","94","70","  160","  170","17.0","23.9","    1",,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-21","10.96",,"0.00","0.0","0.0","84","95","75","  150","  150","21.9","29.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-22","11.18",,"0.00","0.0","0.0","85","93","77","  150","  180","21.9","31.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-23","8.72",,"1.10","0.0","0.0","81","93","71","  140","  350","25.9","33.1","    1",,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-24","5.14",,"0.01","0.0","0.0","79","84","74","   10","   10","17.0","21.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-25","5.14",,"0.00","0.0","0.0","81","93","71","  150","  140","25.1","33.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-26","8.28",,"0.66","0.0","0.0","78","85","71","  150","  180","25.1","35.1","    1",,,,,,"    1",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-27","11.86",,"0.00","0.0","0.0","82","92","76","  140","  150","23.9","36.9","    1",,,,,,"    1",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-28","11.86",,"0.19","0.0","0.0","82","88","76","  180","  170","25.1","35.1","    1",,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-29","13.42",,"0.00","0.0","0.0","83","91","79","  190","  170","23.9","34.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-06-30","13.20",,"0.00","0.0","0.0","84","93","79","  190","  180","21.9","30.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-01","11.41",,"0.00","0.0","0.0","85","93","80","  200","  200","21.0","25.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-02","8.95",,"0.00","0.0","0.0","86","95","78","  150","  170","16.1","23.9","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-03","6.71",,"0.00","0.0","0.0","84","96","75","  220","  220","14.1","21.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-04","7.16",,"0.00","0.0","0.0","84","98","74","  200","  220","13.0","18.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-05","8.28",,"0.00","0.0","0.0","85","97","72","  180","  180","16.1","23.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-06","8.05",,"0.00","0.0","0.0","86","93","78","  180","  180","17.0","25.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-07","8.95",,"0.00","0.0","0.0","86","96","79","  210","  200","18.1","25.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-08","10.07",,"0.00","0.0","0.0","86","96","79","  180","  170","18.1","25.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-09","12.53",,"0.00","0.0","0.0","87","98","78","  190","  150","19.9","30.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-10","9.17",,"0.00","0.0","0.0","87","99","78","  180","  150","17.0","23.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-11","8.28",,"0.00","0.0","0.0","87","101","75","  180","  170","16.1","21.9","    1",,,,,,"    1",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-12","8.28",,"0.00","0.0","0.0","87","102","77","  200","  200","17.0","21.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-13","9.62",,"0.00","0.0","0.0","89","104","76","  150","  140","18.1","25.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-14","11.63",,"0.00","0.0","0.0","89","103","77","  160","  140","19.9","29.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-15","11.63",,"0.00","0.0","0.0","88","100","77","  160","  200","19.9","28.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-16","6.93",,"0.00","0.0","0.0","87","99","75","  170","  170","14.1","21.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-17","6.93",,"0.00","0.0","0.0","87","100","72","  180","  170","23.9","31.1","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-18","5.59",,"0.00","0.0","0.0","84","96","73","  130","  140","16.1","21.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-19","5.37",,"0.00","0.0","0.0","85","98","71","  140","  150","25.1","36.0",,,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-20","5.82",,"0.00","0.0","0.0","85","98","72","  110","  110","16.1","21.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-21","6.49",,"0.00","0.0","0.0","85","94","77","  130","  130","15.0","21.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-22","5.82",,"0.00","0.0","0.0","86","97","75","  120","  120","16.1","21.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-23","4.47",,"0.00","0.0","0.0","87","100","74","   70","   70","18.1","23.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-24","10.96",,"0.00","0.0","0.0","87","99","75","   70","   20","23.0","33.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-25","10.51",,"0.23","0.0","0.0","84","93","75","  140","  140","38.9","59.1","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-26","7.38",,"0.42","0.0","0.0","80","93","75","  120","  110","21.0","25.9","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-27","4.25",,"0.00","0.0","0.0","82","96","74","  150","  150","18.1","23.0","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-28","4.70",,"0.00","0.0","0.0","84","98","74","  140","  160","28.0","34.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-29","9.62",,"0.00","0.0","0.0","81","97","73","  170","  170","30.0","46.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-30","11.41",,"0.00","0.0","0.0","83","98","75","  140","  180","21.9","29.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-07-31","7.61",,"0.53","0.0","0.0","85","99","74","  360","  360","33.1","42.1","    1",,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-01","4.47",,"0.00","0.0","0.0","82","97","74","   40","   40","15.0","23.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-02","2.91",,"0.03","0.0","0.0","83","99","71","  300","  290","25.9","44.1","    1",,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-03","2.91",,"0.00","0.0","0.0","83","101","70","  340","  360","29.1","40.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-04","5.14",,"0.00","0.0","0.0","84","99","73","  200","  200","15.0","21.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-05","9.62",,"0.00","0.0","0.0","86","100","74","  150","  160","19.9","29.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-06","10.51",,"0.00","0.0","0.0","87","100","73","  140","  140","21.0","27.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-07","8.50",,"0.00","0.0","0.0","86","99","70","  140","  140","21.0","25.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-08","7.83",,"0.00","0.0","0.0","86","100","71","  140","  140","19.9","29.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-09","10.29",,"0.00","0.0","0.0","87","101","77","  180","  150","19.9","27.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-10","12.08",,"0.00","0.0","0.0","88","101","78","  150","  180","19.9","31.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-11","9.84",,"0.00","0.0","0.0","88","102","76","  150","  160","21.0","28.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-12","10.51",,"0.00","0.0","0.0","89","102","78","  170","  180","19.9","25.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-13","8.50",,"0.00","0.0","0.0","89","102","77","  170","  200","16.1","23.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-14","10.96",,"0.00","0.0","0.0","90","105","78","  170","  170","19.9","28.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-15","8.28",,"0.00","0.0","0.0","90","105","78","  150","  150","17.0","21.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-16","6.04",,"0.00","0.0","0.0","91","104","75","   70","  110","15.0","19.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-17","6.71",,"0.00","0.0","0.0","88","98","74","   30","   40","31.1","38.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-18","4.92",,"0.00","0.0","0.0","88","103","72","  150","  140","18.1","25.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-19","6.93",,"0.00","0.0","0.0","86","102","69","   20","  340","19.9","25.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-20","3.58",,"0.00","0.0","0.0","83","99","63","   40","  150","13.0","19.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-21","5.14",,"0.00","0.0","0.0","84","102","69","  130","  150","18.1","23.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-22","4.03",,"0.74","0.0","0.0","81","92","69","  350","  350","21.9","33.1","    1",,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-23","4.47",,"0.00","0.0","0.0","81","96","68","  110","   70","15.0","19.9","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-24","4.92",,"0.00","0.0","0.0","85","97","73","   70","   70","14.1","23.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-25","4.70",,"0.00","0.0","0.0","85","100","71","   40","   80","16.1","21.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-26","7.61",,"0.00","0.0","0.0","85","95","75","   80","   80","18.1","28.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-27","5.82",,"0.00","0.0","0.0","86","100","75","  150","  150","15.0","19.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-28","10.51",,"0.00","0.0","0.0","89","105","79","  160","  160","23.0","33.1","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-29","8.95",,"0.00","0.0","0.0","90","104","78","  170","  180","18.1","27.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-30","9.17",,"0.00","0.0","0.0","89","101","75","  170","  170","19.9","28.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-08-31","12.30",,"0.00","0.0","0.0","90","102","81","  160","  150","21.9","30.0","    1",,,,,,"    1",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-01","14.09",,"0.00","0.0","0.0","89","101","82","  150","  170","23.0","32.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-02","8.28",,"0.33","0.0","0.0","84","87","73","   40","   40","25.1","36.0","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-03","6.71",,"0.08","0.0","0.0","81","94","76","   10","   10","23.9","31.1","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-04","5.82",,"3.55","0.0","0.0","76","83","72","   90","  250","21.0","30.0","    1",,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-05","6.93",,"0.00","0.0","0.0","80","91","73","   30","   20","23.0","29.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-06","2.91",,"0.00","0.0","0.0","81","95","72","   70","   70","10.1","16.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-07","6.49",,"0.00","0.0","0.0","83","94","71","  160","  180","17.0","25.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-08","8.28",,"0.01","0.0","0.0","81","88","76","  140","  140","23.9","32.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-09","7.83",,"1.25","0.0","0.0","78","85","61","  250","  170","19.9","30.0","    1",,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-10","11.41",,"0.02","0.0","0.0","64","69","59","  350","  340","18.1","25.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-11","8.28",,"0.00","0.0","0.0","70","85","64","  350","   30","15.0","19.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-12","4.03",,"0.00","0.0","0.0","78","92","67","   20","   20","13.0","18.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-13","10.74",,"0.00","0.0","0.0","82","94","71","   20","   10","19.9","23.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-14","13.65",,"0.00","0.0","0.0","82","91","74","   10","   20","23.0","31.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-15","8.50",,"0.00","0.0","0.0","82","91","74","   30","   30","16.1","19.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-16","5.82",,"0.09","0.0","0.0","82","93","73","   20","   50","15.0","19.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-17","8.28",,"0.53","0.0","0.0","80","86","71","   10","   20","31.1","38.0","    1",,"    1",,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-18","11.41",,"0.00","0.0","0.0","78","88","70","   20","   40","21.9","30.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-19","11.86",,"0.00","0.0","0.0","76","85","65","   20","   20","21.0","27.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-20","12.53",,"0.17","0.0","0.0","73","86","61","  360","  360","23.0","29.1","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-21","14.99",,"0.56","0.0","0.0","71","73","68","   20","   20","21.9","29.1","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-22","14.54",,"0.03","0.0","0.0","71","75","69","  360","   10","21.9","27.1","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-23","9.62",,"0.00","0.0","0.0","73","77","69","  350","  350","17.0","21.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-24","5.14",,"0.00","0.0","0.0","74","80","59","  350","   70","14.1","21.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-25","2.46",,"0.00","0.0","0.0","69","88","57","  200","  210","10.1","13.0","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-26","7.16",,"0.00","0.0","0.0","74","89","61","  180","  180","16.1","25.1","    1","    1",,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-27","12.97",,"0.00","0.0","0.0","81","92","76","  190","  190","19.9","30.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-28","17.22",,"0.00","0.0","0.0","76","81","58","   30","   10","32.0","44.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-29","3.13",,"0.00","0.0","0.0","67","83","49","  360","  330","16.1","25.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-09-30","3.80",,"0.00","0.0","0.0","65","88","46","  200","  240","13.0","19.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-01","3.58",,"0.00","0.0","0.0","67","91","49","   30","   40","12.1","16.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-02","4.47",,"0.00","0.0","0.0","71","84","53","   50","   50","12.1","19.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-03","4.47",,"0.00","0.0","0.0","67","86","50","  170","  170","16.1","21.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-04","4.92",,"0.00","0.0","0.0","70","89","53","   30","   30","17.0","21.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-05","4.03",,"0.00","0.0","0.0","73","87","60","   40","  100","10.1","17.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-06","0.89",,"0.00","0.0","0.0","72","89","59","  180","  170","10.1","17.0","    1",,,,,,"    1",
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-07","2.01",,"0.00","0.0","0.0","73","91","58","   50","   60","13.0","19.9","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-08","4.92",,"0.00","0.0","0.0","71","87","55","   70","   50","12.1","21.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-09","8.05",,"0.15","0.0","0.0","79","88","70","   10","   20","17.0","21.9","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-10","2.01",,"0.00","0.0","0.0","77","95","62","  220","  210","13.0","18.1","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-11","6.71",,"0.00","0.0","0.0","77","96","61","  180","  160","18.1","25.9","    1",,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-12","9.17",,"0.00","0.0","0.0","79","87","58","   10","   10","21.0","27.1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-13","2.24",,"0.00","0.0","0.0","70","89","54","   10","  360","8.9","13.0",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-14","6.71",,"0.00","0.0","0.0","71","92","57","  190","  200","17.0","25.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-15","12.30",,"0.00","0.0","0.0","78","88","67","   10","   20","29.1","36.9",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2020-10-16","13.65",,"0.00","0.0","0.0","70","77","50","   30","   40","30.0","42.1",,,,,,,,
